rep,elapsed,fail_count,failed_tests
1,4.087763593,0,"",
2,4.086454166,0,"",
3,4.025067139,0,"",
4,4.199335052,0,"",
5,4.089479875,0,"",
6,4.004192433,0,"",
7,4.100616213,0,"",
8,4.016850550,0,"",
9,4.083511471,0,"",
10,4.055005620,0,"",
